Numero d expedient,Codi districte,Nom districte,Codi barri,Nom barri,Codi carrer,Nom carrer,Num postal caption,Descripcio dia setmana,Dia setmana,Descripcio tipus dia,NK Any,Mes de any,Nom mes,Dia de mes,Hora de dia,Descripcio torn,Descripcio causa vianant,Numero de morts,Numero de lesionats lleus,Numero de lesionats greus,Numero de vehicles implicats,CoordenadaUTMY,CoordenadaUTMX,Long,Lat
2015S002058,5,Sarria-Sant Gervasi,27,el Putxet i el Farro,369306,Saragossa,0049 0049,Dimecres,Dc,Laboral,2015,3,Març,18,16,Tarda,No es causa del  vianant,0,1,0,2,4583940.44,428970.21,2.149122100,41.402021543
2015S009913,5,Sarria-Sant Gervasi,25,Sant Gervasi - la Bonanova,156600,Horaci,0005 0007,Dilluns,Dl,Laboral,2015,12,Desembre,28,17,Tarda,No es causa del  vianant,0,1,0,2,4584244.75,427456.83,2.130982510,41.404627137
2015S008485,5,Sarria-Sant Gervasi,27,el Putxet i el Farro,187105,Madrazo,0004 0004,Dimarts,Dm,Laboral,2015,11,Novembre,10,17,Tarda,No es causa del  vianant,0,1,0,2,4583899.42,429105.52,2.150745495,41.401664040
2015S009754,5,Sarria-Sant Gervasi,25,Sant Gervasi - la Bonanova,302203,Sant Gervasi de Cassoles,0027 0027,Dimarts,Dm,Laboral,2015,12,Desembre,22,16,Tarda,No es causa del  vianant,0,1,0,2,4584224.21,428110.95,2.138809869,41.404500933
2015S008733,5,Sarria-Sant Gervasi,27,el Putxet i el Farro,32700,Balmes,0398 0398,Dijous,Dj,Laboral,2015,11,Novembre,19,11,Mati,No es causa del  vianant,0,1,0,2,4584379.12,428149.90,2.139257409,41.405899629
2015S008131,5,Sarria-Sant Gervasi,27,el Putxet i el Farro,32700,Balmes,0454 0454,Dijous,Dj,Laboral,2015,10,Octubre,29,11,Mati,No es causa del  vianant,0,1,0,2,4584752.28,428009.80,2.137537014,41.409247988
2015S006124,5,Sarria-Sant Gervasi,27,el Putxet i el Farro,279600,Republica Argentina,0027 0027,Dilluns,Dl,Laboral,2015,8,Agost,10,11,Mati,No es causa del  vianant,0,1,0,2,4584612.54,428839.08,2.147474451,41.408063290
2015S009348,5,Sarria-Sant Gervasi,27,el Putxet i el Farro,143904,General Mitre,0191 0193,Dimecres,Dc,Laboral,2015,12,Desembre,9,17,Tarda,No es causa del  vianant,0,1,0,2,4584283.04,428364.09,2.141831090,41.405053401
2015S003575,5,Sarria-Sant Gervasi,27,el Putxet i el Farro,279600,Republica Argentina,0187 0189,Diumenge,Dg,Laboral,2015,5,Maig,10,20,Tarda,No es causa del  vianant,0,3,0,4,4585003.39,428359.41,2.141689782,41.411540888
2015S008230,5,Sarria-Sant Gervasi,27,el Putxet i el Farro,131202,Foraste,0023 0027,Dilluns,Dl,Laboral,2015,11,Novembre,2,9,Mati,No es causa del  vianant,0,0,1,2,4584726.41,428066.52,2.138218653,41.409020068
2015S008224,5,Sarria-Sant Gervasi,22,Vallvidrera. el Tibidabo i les Planes,700059,Vallvidrera a les Planes,530000,Diumenge,Dg,Laboral,2015,11,Novembre,1,22,Nit,No es causa del  vianant,0,1,0,1,4586016.54,424582.85,2.096381803,41.420320123
2015S003113,5,Sarria-Sant Gervasi,22,Vallvidrera. el Tibidabo i les Planes,700059,Vallvidrera a les Planes,0089 0089,Divendres,Dv,Laboral,2015,4,Abril,24,13,Mati,No es causa del  vianant,0,0,1,2,4586752.82,424186.66,2.091548933,41.426914091
2015S008816,5,Sarria-Sant Gervasi,22,Vallvidrera. el Tibidabo i les Planes,700059,Vallvidrera a les Planes,0065 0065,Diumenge,Dg,Laboral,2015,11,Novembre,22,7,Mati,No es causa del  vianant,0,2,0,1,4585799.27,423996.77,2.089396529,41.418308037
2015S000289,6,Gracia,28,Vallcarca i els Penitents,158107,Vallcarca,0087B0087B,Dimecres,Dc,Laboral,2015,1,Gener,14,13,Mati,No es causa del  vianant,0,1,0,2,4584920.25,428729.99,2.146133128,41.410825043
2015S001721,6,Gracia,28,Vallcarca i els Penitents,158107,Vallcarca,0030 0030,Dijous,Dj,Laboral,2015,3,Març,5,18,Tarda,Altres,0,1,0,1,4584712.33,428936.82,2.148632008,41.408970712
2015S008417,5,Sarria-Sant Gervasi,22,Vallvidrera. el Tibidabo i les Planes,320908,Sarria a Vallvidrera,0232B0232B,Diumenge,Dg,Laboral,2015,11,Novembre,8,10,Mati,No es causa del  vianant,0,1,0,2,4584883.17,425340.30,2.105584855,41.410183200
2015S003975,6,Gracia,28,Vallcarca i els Penitents,33509,Ballester,0058 0058,Dissabte,Ds,Laboral,2015,5,Maig,23,10,Mati,No es causa del  vianant,0,1,0,2,4584664.55,428867.81,2.147812037,41.408534268
2015S000838,6,Gracia,28,Vallcarca i els Penitents,158107,Vallcarca,0147 0147,Dimarts,Dm,Laboral,2015,2,Febrer,3,13,Mati,No es causa del  vianant,0,1,0,2,4585211.23,428458.32,2.142848532,41.413421634
2015S000793,6,Gracia,28,Vallcarca i els Penitents,352507,Vall d Hebron,0048 0048,Diumenge,Dg,Laboral,2015,2,Febrer,1,14,Tarda,No es causa del  vianant,0,3,0,3,4585710.50,428162.56,2.139250697,41.417891954
2015S005227,6,Gracia,28,Vallcarca i els Penitents,279600,Republica Argentina,0236B0236B,Dimarts,Dm,Laboral,2015,7,Juliol,7,9,Mati,No es causa del  vianant,0,2,0,3,4585117.02,428215.93,2.139959728,41.412551498
2015S000592,6,Gracia,28,Vallcarca i els Penitents,153602,Gustavo Becquer,0007 0007,Dissabte,Ds,Laboral,2015,1,Gener,24,14,Tarda,No es causa del  vianant,0,1,0,2,4585100.27,428659.16,2.145264503,41.412440125
2015S001321,6,Gracia,28,Vallcarca i els Penitents,153602,Gustavo Becquer,0007 0007,Divendres,Dv,Laboral,2015,2,Febrer,20,9,Mati,No es causa del  vianant,0,0,0,2,4585100.27,428659.16,2.145264503,41.412440125
2015S006848,6,Gracia,28,Vallcarca i els Penitents,153602,Gustavo Becquer,0000 0000,Divendres,Dv,Laboral,2015,9,Setembre,11,19,Tarda,No es causa del  vianant,0,1,0,2,4585282.04,428559.28,2.144048066,41.414068377
2015S003809,6,Gracia,28,Vallcarca i els Penitents,347507,Trullols,0018 0020,Diumenge,Dg,Laboral,2015,5,Maig,17,19,Tarda,No es causa del  vianant,0,1,0,2,4586009.35,428032.56,2.137659675,41.420571929
2015S003838,6,Gracia,28,Vallcarca i els Penitents,347507,Trullols,0018 0020,Dilluns,Dl,Laboral,2015,5,Maig,18,18,Tarda,No es causa del  vianant,0,1,0,2,4586009.35,428032.56,2.137659675,41.420571929
2015S005569,6,Gracia,28,Vallcarca i els Penitents,353703,Vallpar,0044 0044,Diumenge,Dg,Laboral,2015,7,Juliol,19,12,Mati,No es causa del  vianant,0,1,0,2,4586054.16,427685.32,2.133499437,41.420944319
2015S002729,6,Gracia,28,Vallcarca i els Penitents,353703,Vallpar,0044 0044,Dilluns,Dl,Laboral,2015,4,Abril,13,7,Mati,No es causa del  vianant,0,1,0,4,4586054.16,427685.32,2.133499437,41.420944319
2015S005901,6,Gracia,28,Vallcarca i els Penitents,353703,Vallpar,0050 0050,Divendres,Dv,Laboral,2015,7,Juliol,31,16,Tarda,No es causa del  vianant,0,1,0,3,4586046.62,427657.94,2.133172724,41.420873944
2015S004480,6,Gracia,29,el Coll,192207,Manlleu,0001 0001,Dimecres,Dc,Laboral,2015,6,Juny,10,14,Tarda,No es causa del  vianant,0,2,0,2,4585960.19,428587.61,2.144306909,41.420178717
2015S002655,6,Gracia,28,Vallcarca i els Penitents,41802,Betania,0003 0003,Divendres,Dv,Laboral,2015,4,Abril,10,9,Mati,No es causa del  vianant,0,1,0,2,4585736.47,428247.04,2.140258414,41.418133407
2015S000817,6,Gracia,28,Vallcarca i els Penitents,41802,Betania,0003 0003,Dilluns,Dl,Laboral,2015,2,Febrer,2,17,Tarda,No es causa del  vianant,0,1,0,2,4585736.47,428247.04,2.140258414,41.418133407
2015S002064,6,Gracia,28,Vallcarca i els Penitents,58907,Canaan,0005 0005,Dimecres,Dc,Laboral,2015,3,Març,18,18,Tarda,No es causa del  vianant,0,1,0,3,4585982.92,428180.32,2.139430829,41.420347114
2015S007913,6,Gracia,28,Vallcarca i els Penitents,229908,Mare de Deu del Coll,0029 0029,Dimecres,Dc,Laboral,2015,10,Octubre,21,16,Tarda,No es causa del  vianant,0,1,0,1,4584724.71,429002.07,2.149411163,41.409087983
2015S007970,6,Gracia,28,Vallcarca i els Penitents,148409,Sant Cugat,0035 0035,Divendres,Dv,Laboral,2015,10,Octubre,23,13,Mati,No es causa del  vianant,0,1,0,1,4585872.99,428108.37,2.138582993,41.419350583
2015S005993,6,Gracia,28,Vallcarca i els Penitents,352507,Vall d Hebron,0031 0031,Dimarts,Dm,Laboral,2015,8,Agost,4,7,Mati,No es causa del  vianant,0,1,0,2,4585665.76,428080.25,2.138271185,41.417481633
2015S001737,6,Gracia,28,Vallcarca i els Penitents,23607,Ariosto,0021 0021,Divendres,Dv,Laboral,2015,3,Març,6,10,Mati,No es causa del  vianant,0,1,0,3,4586053.41,428396.94,2.142014426,41.421001332
2015S007748,6,Gracia,30,la Salut,299200,Sant Cugat del Valles,0004 0004,Dijous,Dj,Laboral,2015,10,Octubre,15,15,Tarda,No es causa del  vianant,0,1,0,2,4584880.92,429243.35,2.152279411,41.410516195
2015S008785,6,Gracia,30,la Salut,299200,Sant Cugat del Valles,0020 0020,Divendres,Dv,Laboral,2015,11,Novembre,20,15,Tarda,No es causa del  vianant,0,1,0,2,4584913.41,429325.07,2.153253283,41.410816014
2015S007083,6,Gracia,30,la Salut,356803,Verdi,0311 0311,Dilluns,Dl,Laboral,2015,9,Setembre,21,10,Mati,No es causa del  vianant,0,0,0,1,4584967.62,429027.52,2.149687124,41.411278029
2015S006745,6,Gracia,30,la Salut,304606,Sant Josep Cottolengo,0010 0010,Dilluns,Dl,Laboral,2015,9,Setembre,7,19,Tarda,No es causa del  vianant,1,0,0,1,4585318.59,429544.60,2.155832465,41.414484603
2015S009480,6,Gracia,29,el Coll,220903,Mora d Ebre,0008 0008,Diumenge,Dg,Laboral,2015,12,Desembre,13,19,Tarda,No es causa del  vianant,0,1,0,1,4585418.06,428866.66,2.147709643,41.415320736
2015S008155,6,Gracia,30,la Salut,320602,Sargelet,0011 0011,Divendres,Dv,Laboral,2015,10,Octubre,30,11,Mati,No es causa del  vianant,0,0,0,1,4584748.81,429090.01,2.150460396,41.409312809
2015S009851,6,Gracia,31,la Vila de Gracia,318000,Santa Perpetua,0015 0015,Diumenge,Dg,Laboral,2015,12,Desembre,20,13,Mati,No es causa del  vianant,0,1,0,1,4584587.85,429246.84,2.152355449,41.407876931
2015S004156,6,Gracia,31,la Vila de Gracia,318000,Santa Perpetua,0020 0020,Divendres,Dv,Laboral,2015,5,Maig,29,14,Tarda,No es causa del  vianant,0,0,1,1,4584568.91,429232.55,2.152186711,41.407705087
2015S006236,6,Gracia,31,la Vila de Gracia,177407,Legalitat,0005 0005,Dissabte,Ds,Laboral,2015,8,Agost,15,22,Nit,No es causa del  vianant,0,2,0,1,4584549.62,429813.84,2.159143004,41.407582342
2015S003100,6,Gracia,31,la Vila de Gracia,356803,Verdi,0101 0101,Divendres,Dv,Laboral,2015,4,Abril,24,9,Mati,No es causa del  vianant,0,1,0,2,4584345.28,429449.75,2.154811187,41.405710036
2015S009568,6,Gracia,30,la Salut,66100,Cardener,0047 0047,Dimecres,Dc,Laboral,2015,12,Desembre,16,12,Mati,No es causa del  vianant,0,1,0,2,4584838.15,429651.58,2.157168307,41.410166835
2015S007620,6,Gracia,30,la Salut,66100,Cardener,0047 0047,Dissabte,Ds,Laboral,2015,10,Octubre,10,18,Tarda,No es causa del  vianant,0,1,0,2,4584838.15,429651.58,2.157168307,41.410166835
2015S006643,6,Gracia,31,la Vila de Gracia,356803,Verdi,0189 0195,Dijous,Dj,Laboral,2015,9,Setembre,3,18,Tarda,No es causa del  vianant,0,0,0,2,4584622.35,429262.14,2.152534450,41.408189007
2015S002641,6,Gracia,30,la Salut,328309,Sors,0058 0058,Dijous,Dj,Laboral,2015,4,Abril,9,15,Tarda,No es causa del  vianant,0,0,0,2,4584946.32,429631.80,2.156919081,41.411139350
2015S007112,6,Gracia,30,la Salut,340406,Torrent de les Flors,0159 0161,Dimarts,Dm,Laboral,2015,9,Setembre,22,0,Nit,No es causa del  vianant,0,1,0,2,4584829.46,429577.68,2.156285210,41.410082092
2015S002585,6,Gracia,30,la Salut,340406,Torrent de les Flors,0170 0170,Dimarts,Dm,Laboral,2015,4,Abril,7,21,Tarda,No es causa del  vianant,0,1,0,1,4584808.80,429604.86,2.156612785,41.409898397
2015S006665,6,Gracia,30,la Salut,344000,Dalt,0066 0070,Divendres,Dv,Laboral,2015,9,Setembre,4,13,Mati,No es causa del  vianant,0,1,0,2,4584816.70,429552.92,2.155990478,41.409964997
2015S003318,6,Gracia,31,la Vila de Gracia,201104,Marti,0012 0012,Dijous,Dj,Laboral,2015,4,Abril,30,22,Nit,No es causa del  vianant,0,1,0,1,4584436.41,429440.51,2.154690021,41.406529999
2015S004572,6,Gracia,30,la Salut,214809,Molist,0030 0030,Dissabte,Ds,Laboral,2015,6,Juny,13,17,Tarda,No es causa del  vianant,0,1,0,2,4585220.02,429540.95,2.155800282,41.413596500
2015S000266,6,Gracia,30,la Salut,56504,Camelies,0037 0037,Dimarts,Dm,Laboral,2015,1,Gener,13,15,Tarda,No es causa del  vianant,0,1,0,2,4585009.52,429902.23,2.160147119,41.411732213
2015S001696,6,Gracia,31,la Vila de Gracia,22900,Argentona,0018 0018,Dimecres,Dc,Laboral,2015,3,Març,4,21,Tarda,No es causa del  vianant,0,1,0,2,4584647.95,429809.62,2.159081108,41.408467596
2015S006855,6,Gracia,31,la Vila de Gracia,22900,Argentona,0019 0019,Dissabte,Ds,Laboral,2015,9,Setembre,12,12,Mati,No es causa del  vianant,0,1,0,1,4584655.07,429806.45,2.159042358,41.408531447
2015S008196,6,Gracia,31,la Vila de Gracia,282401,Riera de Sant Miquel,0069 0069,Dissabte,Ds,Laboral,2015,10,Octubre,31,14,Tarda,No es causa del  vianant,0,1,0,2,4583551.55,429422.07,2.154572650,41.398558765
2015S007673,6,Gracia,31,la Vila de Gracia,282401,Riera de Sant Miquel,0069 0069,Dimarts,Dm,Laboral,2015,10,Octubre,13,15,Tarda,No es causa del  vianant,0,1,0,2,4583551.55,429422.07,2.154572650,41.398558765
2015S006088,6,Gracia,31,la Vila de Gracia,103400,Doctor Rizal,0009 0011,Dissabte,Ds,Laboral,2015,8,Agost,8,20,Tarda,No es causa del  vianant,0,4,0,1,4583438.24,429547.48,2.156085929,41.397549225
2015S008830,6,Gracia,31,la Vila de Gracia,103400,Doctor Rizal,0009 0011,Dilluns,Dl,Laboral,2015,11,Novembre,23,8,Mati,No es causa del  vianant,0,1,0,2,4583438.24,429547.48,2.156085929,41.397549225
2015S007723,6,Gracia,31,la Vila de Gracia,103400,Doctor Rizal,0017 0017,Dimecres,Dc,Laboral,2015,10,Octubre,14,19,Tarda,Creuar per fora pas de vianants,0,3,1,5,4583419.45,429524.17,2.155809300,41.397377947
2015S000421,6,Gracia,31,la Vila de Gracia,48700,Breton de los Herreros,0017 0017,Diumenge,Dg,Laboral,2015,1,Gener,18,22,Nit,No es causa del  vianant,0,2,0,7,4583962.30,429184.34,2.151680982,41.402237328
2015S005033,6,Gracia,31,la Vila de Gracia,48700,Breton de los Herreros,0018 0018,Dimarts,Dm,Laboral,2015,6,Juny,30,11,Mati,No es causa del  vianant,0,1,0,1,4583963.59,429170.66,2.151517189,41.402247740
2015S005533,6,Gracia,31,la Vila de Gracia,179107,Llibertat,0025 0025,Divendres,Dv,Laboral,2015,7,Juliol,17,19,Tarda,No es causa del  vianant,0,0,0,2,4583674.13,429361.77,2.153837065,41.399657501
2015S006729,6,Gracia,31,la Vila de Gracia,179107,Llibertat,0027 0027,Dilluns,Dl,Laboral,2015,9,Setembre,7,8,Mati,No es causa del  vianant,0,1,0,2,4583679.67,429352.94,2.153730797,41.399706622
2015S002688,6,Gracia,31,la Vila de Gracia,341908,Torrijos,0016 0016,Dissabte,Ds,Laboral,2015,4,Abril,11,10,Mati,Creuar per fora pas de vianants,0,1,0,1,4584014.82,429842.31,2.159545620,41.402768074
2015S002879,6,Gracia,32,el Camp d en Grassot i Gracia Nova,90502,Corsega,0440 0440,Divendres,Dv,Laboral,2015,4,Abril,17,15,Tarda,No es causa del  vianant,0,1,0,2,4583933.01,430456.43,2.166901286,41.402084624
2015S002429,6,Gracia,32,el Camp d en Grassot i Gracia Nova,31300,Bailen,0228B0228B,Dimarts,Dm,Laboral,2015,3,Març,31,11,Mati,No es causa del  vianant,0,1,0,3,4584039.08,430109.98,2.162744752,41.403009902
2015S001697,6,Gracia,32,el Camp d en Grassot i Gracia Nova,31300,Bailen,0232B0232B,Dijous,Dj,Laboral,2015,3,Març,5,0,Nit,Creuar per fora pas de vianants,0,1,0,1,4584060.01,430090.04,2.162503805,41.403196677
2015S008285,6,Gracia,32,el Camp d en Grassot i Gracia Nova,305100,Sant Joan,0165 0167,Dimecres,Dc,Laboral,2015,11,Novembre,4,7,Mati,No es causa del  vianant,0,1,0,2,4583984.90,430285.12,2.164846073,41.402537136
2015S000934,6,Gracia,32,el Camp d en Grassot i Gracia Nova,149605,Grassot,0042 0042,Divendres,Dv,Laboral,2015,2,Febrer,6,10,Mati,Altres,0,1,0,1,4584119.93,430491.08,2.167294298,41.403771149
2015S005484,6,Gracia,31,la Vila de Gracia,274301,Ramis,0003 0005,Dijous,Dj,Laboral,2015,7,Juliol,16,15,Tarda,No es causa del  vianant,0,0,0,1,4583990.74,429988.14,2.161292861,41.402563913
2015S004310,6,Gracia,32,el Camp d en Grassot i Gracia Nova,149605,Grassot,0081 0081,Dijous,Dj,Laboral,2015,6,Juny,4,16,Tarda,No es causa del  vianant,0,1,0,3,4584242.16,430354.84,2.165650462,41.404860236
2015S002182,6,Gracia,32,el Camp d en Grassot i Gracia Nova,149605,Grassot,0084 0086,Diumenge,Dg,Laboral,2015,3,Març,22,0,Nit,No es causa del  vianant,0,0,0,1,4584257.35,430353.12,2.165628138,41.404996898
2015S003768,6,Gracia,31,la Vila de Gracia,109203,Encarnacio,0016 0016,Divendres,Dv,Laboral,2015,5,Maig,15,21,Tarda,No es causa del  vianant,0,0,0,1,4584310.32,429768.04,2.158622878,41.405423050
2015S008191,6,Gracia,31,la Vila de Gracia,109203,Encarnacio,0016 0016,Dissabte,Ds,Laboral,2015,10,Octubre,31,5,Nit,No es causa del  vianant,0,0,0,1,4584310.32,429768.04,2.158622878,41.405423050
2015S005080,6,Gracia,32,el Camp d en Grassot i Gracia Nova,149605,Grassot,0068 0068,Dijous,Dj,Laboral,2015,7,Juliol,2,12,Mati,Creuar per fora pas de vianants,0,2,0,1,4584203.12,430407.37,2.166283351,41.404513167
2015S009577,6,Gracia,32,el Camp d en Grassot i Gracia Nova,286504,Roger de Flor,0302 0302,Dimecres,Dc,Laboral,2015,12,Desembre,16,15,Tarda,No es causa del  vianant,0,1,0,2,4584147.79,430377.51,2.165932517,41.404012242
2015S006224,6,Gracia,32,el Camp d en Grassot i Gracia Nova,76807,Sardenya,0541 0543,Dissabte,Ds,Laboral,2015,8,Agost,15,14,Tarda,No es causa del  vianant,0,1,0,2,4584996.63,430117.54,2.162724555,41.411634878
2015S006800,6,Gracia,32,el Camp d en Grassot i Gracia Nova,289105,Rossello,0397 0397,Dimecres,Dc,Laboral,2015,9,Setembre,9,17,Tarda,No es causa del  vianant,0,1,0,2,4584113.23,430799.65,2.170986320,41.403737439
2015S004243,6,Gracia,32,el Camp d en Grassot i Gracia Nova,161407,Industria,0068 0068,Dimecres,Dc,Laboral,2015,6,Juny,3,9,Mati,No es causa del  vianant,0,1,0,1,4584303.10,430645.48,2.169120301,41.405434243
2015S008120,6,Gracia,31,la Vila de Gracia,326201,Siracusa,0004 0004,Dijous,Dj,Laboral,2015,10,Octubre,29,9,Mati,No es causa del  vianant,0,1,0,2,4583800.13,429840.74,2.159551735,41.400834299
2015S005498,6,Gracia,32,el Camp d en Grassot i Gracia Nova,356304,Ventallo,0070 0070,Dijous,Dj,Laboral,2015,7,Juliol,16,21,Tarda,No es causa del  vianant,0,1,0,2,4584689.66,430289.62,2.164818684,41.408885058
2015S009746,6,Gracia,32,el Camp d en Grassot i Gracia Nova,344101,Gracia,0335 0335,Dimarts,Dm,Laboral,2015,12,Desembre,22,11,Mati,No es causa del  vianant,0,1,0,2,4584490.08,430454.32,2.166812003,41.407101784
2015S005269,7,Horta-Guinardo,39,Sant Genis dels Agudells,295108,Samaria,0008 0008,Dimecres,Dc,Laboral,2015,7,Juliol,8,12,Mati,No es causa del  vianant,0,1,0,2,4586230.57,428129.08,2.138788275,41.422573008
2015S001409,7,Horta-Guinardo,39,Sant Genis dels Agudells,336169,Tiro,0001 0003,Dimarts,Dm,Laboral,2015,2,Febrer,24,8,Mati,No es causa del  vianant,0,1,0,3,4586438.97,428326.65,2.141127646,41.424467637
2015S008789,7,Horta-Guinardo,39,Sant Genis dels Agudells,336169,Tiro,0001 0003,Divendres,Dv,Laboral,2015,11,Novembre,20,18,Tarda,No es causa del  vianant,0,1,0,4,4586438.97,428326.65,2.141127646,41.424467637
2015S001287,7,Horta-Guinardo,39,Sant Genis dels Agudells,252455,Perea,0001 0003,Dijous,Dj,Laboral,2015,2,Febrer,19,19,Tarda,No es causa del  vianant,0,0,0,1,4586401.77,428320.90,2.141063253,41.424132079
2015S009665,7,Horta-Guinardo,39,Sant Genis dels Agudells,287755,Romeu,0002 0002,Dissabte,Ds,Laboral,2015,12,Desembre,19,8,Mati,No es causa del  vianant,0,1,0,1,4586181.58,428174.42,2.139336626,41.422135833
2015S003164,7,Horta-Guinardo,39,Sant Genis dels Agudells,287755,Romeu,0002 0002,Diumenge,Dg,Laboral,2015,4,Abril,26,19,Tarda,No es causa del  vianant,0,2,0,2,4586181.58,428174.42,2.139336626,41.422135833
2015S006535,7,Horta-Guinardo,39,Sant Genis dels Agudells,108302,Elies Pages,0014 0014,Dilluns,Dl,Laboral,2015,8,Agost,31,8,Mati,No es causa del  vianant,0,1,0,2,4586812.38,427753.12,2.134220056,41.427779374
2015S003803,7,Horta-Guinardo,39,Sant Genis dels Agudells,141400,Garriguella,0017 0017,Diumenge,Dg,Laboral,2015,5,Maig,17,2,Nit,No es causa del  vianant,0,2,0,1,4586200.88,427495.23,2.131207317,41.422248620
2015S000765,7,Horta-Guinardo,39,Sant Genis dels Agudells,292008,Sagas,0058 0058,Dissabte,Ds,Laboral,2015,1,Gener,31,10,Mati,No es causa del  vianant,0,1,0,2,4587003.93,427593.83,2.132290918,41.429490227
2015S004969,7,Horta-Guinardo,39,Sant Genis dels Agudells,141400,Garriguella,0026 0026,Dissabte,Ds,Laboral,2015,6,Juny,27,17,Tarda,No es causa del  vianant,0,1,0,2,4586207.68,427495.56,2.131210450,41.422309895
2015S008763,7,Horta-Guinardo,39,Sant Genis dels Agudells,148409,Sant Cugat,0149 0149,Divendres,Dv,Laboral,2015,11,Novembre,20,1,Nit,No es causa del  vianant,0,1,0,1,4586469.95,427416.74,2.130235813,41.424664921
2015S004453,7,Horta-Guinardo,38,la Teixonera,701656,Numen Mestre,0000 0000,Dimarts,Dm,Laboral,2015,6,Juny,9,18,Tarda,No es causa del  vianant,0,0,1,2,4586314.74,428469.87,2.142856145,41.423361522
2015S000143,7,Horta-Guinardo,39,Sant Genis dels Agudells,148409,Sant Cugat,0223 0223,Dijous,Dj,Laboral,2015,1,Gener,8,11,Mati,No es causa del  vianant,0,0,0,1,4586873.32,427205.47,2.127659130,41.428278763
2015S007757,7,Horta-Guinardo,40,Montbau,118747,Montbau,0005 0005,Dijous,Dj,Laboral,2015,10,Octubre,15,20,Tarda,No es causa del  vianant,0,1,0,1,4587124.12,428463.87,2.142688530,41.430650727
2015S007812,7,Horta-Guinardo,40,Montbau,76556,Ceramica,0049 0049,Dissabte,Ds,Laboral,2015,10,Octubre,17,12,Mati,No es causa del  vianant,0,0,0,1,4587326.40,428236.29,2.139940982,41.432452262
2015S009047,7,Horta-Guinardo,40,Montbau,369500,Zuloaga,0000 0000,Dissabte,Ds,Laboral,2015,11,Novembre,28,20,Tarda,No es causa del  vianant,0,2,0,1,4587015.76,428334.11,2.141148506,41.429663202
2015S008834,7,Horta-Guinardo,41,la Vall d Hebron,352507,Vall d Hebron,0218 0218,Dilluns,Dl,Laboral,2015,11,Novembre,23,11,Mati,No es causa del  vianant,0,1,0,3,4587380.16,428817.16,2.146886294,41.432988176
2015S007072,7,Horta-Guinardo,40,Montbau,224507,Musica,0004 0004,Diumenge,Dg,Laboral,2015,9,Setembre,20,20,Tarda,No es causa del  vianant,0,2,0,1,4587240.05,428431.06,2.142282149,41.431691934
2015S000879,7,Horta-Guinardo,39,Sant Genis dels Agudells,159653,Idumea,0007 0007,Dimecres,Dc,Laboral,2015,2,Febrer,4,17,Tarda,No es causa del  vianant,0,0,0,1,4586764.15,428053.31,2.137818101,41.427371945
2015S000923,7,Horta-Guinardo,36,la Font d en Fargues,139601,Gallecs,0011 0011,Divendres,Dv,Laboral,2015,2,Febrer,6,8,Mati,Creuar per fora pas de vianants,0,1,0,1,4586559.39,430541.18,2.167613372,41.425746845
2015S003725,7,Horta-Guinardo,41,la Vall d Hebron,700828,Pare Mariana,0013 0013,Dijous,Dj,Laboral,2015,5,Maig,14,12,Mati,No es causa del  vianant,0,1,0,1,4587007.77,429088.04,2.150171831,41.429658191
2015S003063,7,Horta-Guinardo,41,la Vall d Hebron,700828,Pare Mariana,0013X0013X,Dijous,Dj,Laboral,2015,4,Abril,23,8,Mati,No es causa del  vianant,0,1,0,2,4587038.43,428967.93,2.148730852,41.429923714
2015S009455,7,Horta-Guinardo,41,la Vall d Hebron,700828,Pare Mariana,0013X0013X,Dissabte,Ds,Laboral,2015,12,Desembre,12,18,Tarda,No es causa del  vianant,0,1,0,2,4587038.43,428967.93,2.148730852,41.429923714
2015S008634,7,Horta-Guinardo,41,la Vall d Hebron,700828,Pare Mariana,0014 0014,Dilluns,Dl,Laboral,2015,11,Novembre,16,11,Mati,No es causa del  vianant,0,1,0,2,4587111.35,428925.73,2.148217258,41.430576739
2015S007340,7,Horta-Guinardo,41,la Vall d Hebron,700830,Arquitecte Moragas,0006 0006,Dimecres,Dc,Laboral,2015,9,Setembre,30,21,Tarda,No es causa del  vianant,0,1,0,2,4587329.97,428876.27,2.147599617,41.432541376
2015S001547,7,Horta-Guinardo,41,la Vall d Hebron,700830,Arquitecte Moragas,0006 0006,Divendres,Dv,Laboral,2015,2,Febrer,27,18,Tarda,No es causa del  vianant,0,2,0,2,4587329.97,428876.27,2.147599617,41.432541376
2015S009915,7,Horta-Guinardo,41,la Vall d Hebron,700830,Arquitecte Moragas,0006 0006,Dilluns,Dl,Laboral,2015,12,Desembre,28,18,Tarda,No es causa del  vianant,0,1,0,2,4587329.97,428876.27,2.147599617,41.432541376
2015S003995,7,Horta-Guinardo,36,la Font d en Fargues,121005,Frederic Rahola,0057B0057B,Dissabte,Ds,Laboral,2015,5,Maig,23,19,Tarda,No es causa del  vianant,0,2,0,2,4586480.04,430592.17,2.168232657,41.425036578
2015S005359,7,Horta-Guinardo,36,la Font d en Fargues,358503,Vicent Lopez,0002 0004,Dissabte,Ds,Laboral,2015,7,Juliol,11,7,Mati,No es causa del  vianant,0,0,0,2,4586691.84,430744.80,2.170034809,41.426957364
